Adószám,Szervezet neve,Székhely,Új kategória (legalsó szint),Szülő kategória,Cél (első 200 karakter)
18860122,Tevel Községért Alapítvány,"7181 Tevel, Fő utca 288.",települési és közösségfejlesztés,szociális segítségnyújtás,"Tevel Község épített és természeti értékeinek, környezetének védelme, megőrzése továbbá olyan közösségi környezet kialakítása, melyben minden lakó jól érezheti magát."
18860744,"""Segíts rajtam"" Hátrányos Helyzetűekért Alapítvány","7100 Szekszárd, Pollack Mihály utca 1.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,a hátrányos helyzetű gyerekek és idősek támogatása
18860751,MVM Paksi Atomerőmű Zrt. Humán Alapítvány,"7030 Paks, hrsz. 8803/17.",rászorulók segítése,szociális segítségnyújtás,"Az MVM Paksi Atomerőmű Zrt.-nél dolgozó munkavállalóknak, illetve attól vagy annak jogelődjétől - Paksi Atomerőmű Vállalattól - nyugdíjba vonult, valamint az MVM Nukleáris Karbantartó Zrt. és az ATOMI"
18860782,Dunaföldvári Cserkész Egyesület,"7020 Dunaföldvár, Pentelei út 117.",egyéb szabadidős szervezetek,sport és szabadidő,"Az egyesület célja a fiatalok lelki, értelmi, érzelmi és testi és társasadottságainak, valamint szociális érzékének kifejlesztése. Az egyesület elő kívánja segíteni, hogy a fiatalok jellemes egyéniség"
18860799,Német Vizsla Klub Magyarország,"2000 Szentendre, Barackos utca 30.",más konkrét állatfajok,környezet- és állatvédelem,"A német vizsla kutyákat és társult fajtákat kedvelők, tartók és tenyésztők egyesületbe tömörítése, a fajták védelme, és általános állatvédelem. A kutyatartás hagyományainak és szabályainak ismertetése"
18860902,"""A GYERMEK EMBER"" ALAPÍTVÁNY A JÁTSZVA, TEVÉKENY ÓVODAI NEVELÉSÉRT, MÉLTÓ KÖRNYEZETBEN","7100 Szekszárd, Wesselényi utca 19.",óvodák,oktatás,"a kedvezményezett óvodában a nevelő-oktató munka tárgyi, technikai feltételeinek javítása, óvónők német nyelvterületen történő továbbképzése"
18860926,Gyermek és Diák Judóért Alapítvány,"7030 Paks, Hidegvölgy utca 41.",sportklubok,sport és szabadidő,"Paks város judó utánpótlásának javítása, képzése, iskolai judó oktatás fejlesztése, tömgesport jellegének erősítése"
18861130,Fadd Nagyközségi Tűzoltó Egyesület,"7133 Fadd, Béke utca 3.",tűzoltó egyesületek,katasztrófavédelem és közbiztonság,"Az egyesület célja, hogy az egyesülethez csatlakozók speciális felkészültségük és ismereteik felhasználásával olyan tevékenységet folytassanak, amelyek a közösség számára hasznosak, melyek különösen a"
18861329,Gemenc Judo Klub Egyesület,"7100 Szekszárd, Hegyalja utca 3.",sportklubok,sport és szabadidő,"Sportolási, testedzési, versenylehetőség biztosítása a cselgáncs sportot űző gyermekek, fiatalok és felnőttek részére. A cselgáncs sportág népszerűsítése. Az egészséges életvitelre történő nevelés, az"
18861415,ESZI Intézményfenntartó és Működtető Alapítvány,"7030 Paks, Dózsa Gy. utca 95.",szakközépiskolák,oktatás,Az iskola működtetése.
18861587,Dombóvári Sportiskola Egyesület,"7200 Dombóvár, Vörösmarty utca 66.",sportklubok,sport és szabadidő,"Elősegíti az egészséges életmód és a szabadidő sport gyakorlása feltételeinek megteremtését;a magyar úszó-, öttusa- és triatlon sport versenyrendszerében történő részvétel lehetőségének biztosítása mi"
18862203,Madocsai Hagyományőrző Néptánc Egyesület,"7026 Madocsa, Fő utca 19.",etnikai szervezetek,kultúra és művészet,"A madocsai motíumokat tartalmazó néptánc, koreográfiák, táncok felkutatása, megőrzése, ápolása, az ifjúság körében a tánc, ezen belül a néptánc szeretetének megkedveltetése; Madocsa kulturális életébe"
18862454,Hétszínvirág Alapítvány,"7030 Paks, Tolnai utca 10.",óvodák,oktatás,"- az óvodai oktatáshoz, neveléshez szükséges tárgyi eszközök beszerzése; - óvónők képzésének, továbbképzésének támogatása; - az óvodás gyermekek szabadidős és sporttevékenységének támogatása; - kultur"
18862911,Váradi Antal Értékmentő Egyesület,"7182 Závod, Székely utca 161.",települési és közösségfejlesztés,szociális segítségnyújtás,"Falugondnoki szolgálat ellátása, teleház működtetése, térfigyelő kamerarendszer kialakítása, felügyelete, a község kulturális és művelődési életének szervezése, könyvtárosi tevékenység, műemlékvédelem"
18862935,Szekszárdi Meddőségi Alapítvány,"7100 Szekszárd, Ybl lakótelep 4.",családalapítást segítő szervezetek,szociális segítségnyújtás,a meddőség gyógyításának támogatása
18863163,"""Az Én Ovim"" Alapítvány","7130 Tolna, Kossuth Lajos utca 25-1.",óvodák,oktatás,"- nevelés és oktatás, képességfejlesztés, ismeretterjesztés, - szociális ellátást nyújtó nappali intézmény (bölcsőde) működtetése, - óvodai nevelés szakmai színvonalának növelése, továbbképzések tartá"
18863266,Pálfai Polgárőr Egyesület,"7042 Pálfa, Alkotmány utca 5.",egyéb szabadidős szervezetek,sport és szabadidő,"Közrend és a közbiztonság védelme, valamint környezetvédelem."
18864023,Tolna-Mözsi Futsal Sportegyesület,"7131 Mözs, Szent István utca 135.",sportklubok,sport és szabadidő,"Férfi és női futsal oktatása, rendszeres versenyzési lehetőség biztosítása"
18864188,Műszakosokért Alapítvány,"7100 Szekszárd, Napfény utca 34. I/2.",rászorulók segítése,szociális segítségnyújtás,A Paksi Atomerőmű Rt.-nél legalább 3 éves műszakos munkarendben dolgozó (ezen belül megszakítás nélkül legalább 1 évet) nehéz élethelyzetbe került munkavállalók és családtagjaik segítése.
18864195,Hagyományápolással Tamási Kultúrájáért Alapítvány,"7090 Tamási, Szabadság utca 50.",művészeti szervezetek,kultúra és művészet,"- Tamási Város közművelődésének ápolása - a Pántlika gyermek- és ifjúsági néptánccsoportok, az Iglice Népdalkör és a Galagonya Citeracsoport működésének támogatása"
18864803,Dunaföldvári Ördögszekér Táncegyesület,"7020 Dunaföldvár, Paksi utca 52.",művészeti szervezetek,kultúra és művészet,"A magyarság táncainak megismertetése, népszerűsítése."
18864858,Vakok és Gyengénlátók Tolna Vármegyei Egyesülete,"7100 Szekszárd, Hunyadi utca 4.",fogyatékkal élők segítése,szociális segítségnyújtás,"Az egyesület működési területén élő, látássértült személyek érdekeinek védelme és képviselete, életviteli nehézségeikkel és problémáikkal kapcsolatos ügyintézés felvállalása."
18864872,Sportélmény Alapítvány,"7100 Szekszárd, Kossuth L. utca 52. 2",egyéb szabadidős szervezetek,sport és szabadidő,"Sporttevékenység támogatása, kiadmányok, könyvek megjelentetése, terjesztése, együttműködés más társadalmi, ifjúsági szervezetekkel Környezet- és természetvédelmi és a fenntartható életmóddal kapcsola"
18864896,Rend-Őréért Alapítvány,"7100 Szekszárd, Arany János utca 23-25. 2/13.",rászorulók segítése,szociális segítségnyújtás,"A rendőri hivatással összefüggően életüket vesztett kollegák kiskorú gyermekeinek, rászorult családtagjainak támogatása. A BM és a rendőrség tagjainak nyugdíjasainak és családtagjainak szociális jólét"
18864937,DEMETER Dél-Mezőföld Természetbarát Egyesület,"7030 Paks, Újtemplom utca 20. II./8.",egyéb szabadidős szervezetek,sport és szabadidő,"A Dél-Mezőföld és a haza természeti és kulturális értékeinek megismertetése, Dél-Mezőföldön a természetjárás fejlesztése, az aktív szabadidősportok népszerűsítése mind a felnőtt, mind a fiatal koroszt"
18865237,Dombóvári Vasutas Atlétikai és Szabadidő Egyesület,"7200 Dombóvár, Fészek utca 3.",sportklubok,sport és szabadidő,"A tagok, valamint a Dombóvár és városkörnyék vonzáskörzetének az atlétika, sport és szabadidő sportot kedvelők, sportot gyakorlók érdekeinek képviselete, védelme. Nem csak az ép, hanem a fogyatékkal é"
18865244,Gazdag Erzsi Gyermekmosoly Alapítvány,"7030 Paks, Kossuth L. utca 5-7.",kollégiumok,oktatás,A Tolna Megyei Egységes Módszertani Intézet Gazdag Erzsi Általános Iskolája és Kollégiuma gazdasági működésének elősegítése.
18865433,Az Ifjú Harmonikásokért Alapítvány,"7030 Paks, Deák F. utca 9.",művészeti szervezetek,kultúra és művészet,"-Zenei tehetséggondozás. -Hangszervásárlások elősegítése (belföldön, külföldön). -Hangszerjavítások támogatása, kellékek vásárlása (kották, kottatartók, CD-k, stb.). -Művészeti oktatás fejlesztése (me"
18865677,Dombóvári Kosárlabda Suli Közhasznú Egyesület,"7200 Dombóvár, Tóth E. utca 2.",sportklubok,sport és szabadidő,"Gyermek és ifjúsági sport, valamint az utánpótlás-nevelés támogatása, fogyatékosok sportjának támogatása, az egészséges életmód és a szabadidősport feltételei megtermetésének és fejlesztésének elősegí"
18865732,A Szekszárdi Megyei Kórház Fejlesztéséért Alapítvány,"7100 Szekszárd, Béri Balogh Ádám utca 5-7.",kórházak,felnőtt egészségügy,"A műszaki és gazdasági feladatokat ellátó intézeti dolgozók részére anyagi segítségnyújtás a szakfeladatok elltásához szükséges ismeretek megszerzéséhez, azok magasabb szintű megismeréséhez. A kórház "
18865873,Kincstár Sportegyesület,"1081 Budapest, Fiumei út 19/a",sportklubok,sport és szabadidő,"A sportegyesület célja: a sportegyesület a sportos életmód támogatása, a testmozgás ösztönzése, valamint az aktív pihenés általi stressz-mentesítés és közösségformálás, illetve a rendszeres sportolás,"
18865897,CSONGRÁD MEGYEI KUTYÁS Sportegyesület,"6724 Szeged, Sipos Iván utca 21.",sportklubok,sport és szabadidő,"Kutyás sport tevékenység, népszerűsítés"
18866063,Paksi Twirling Botforgató Kulturális és Sport Egyesület,"7030 Paks, Vas köz 6.",sportklubok,sport és szabadidő,"- Elősegíteni az iskolarendszerű képzésben, valamint az iskolarendszerű képzésen kívül a twirling és botforgató sport oktatását. A különböző twirling és botforgató sportversenyek szervezése, rendezése"
18866128,TANREN KARATE SPORTEGYESÜLET TOLNA,"7133 Fadd, Alvég utca 29.",sportklubok,sport és szabadidő,"1. A tagok valamint Tolna és környéke vonzáskörzetében a karate sport kedvelők, gyakorllók érdekeinek képviselete, védelme. 2, A rendszeres sportolás és testedezés lehetőségének biztosítása, a kulturá"
18866544,Dombóvári Karatesuli Egyesület,"7200 Dombóvár, Ady Endre utca 52.",sportklubok,sport és szabadidő,"Dombóvár város és kistérsége sportéletének részeként: - A gyermek és ifjúsági sport, valamit az utánpótlás-nevelés támogatása, - az egészséges életmód és szabadidő sport feltételei megteremtésének és "
18867253,Regölyért Egyesület,"7193 Regöly, Hunyadi utca 13.",egyéb kulturális szervezetek,kultúra és művészet,"- a falu szellemi, művészeti értékeinek, hagyományainak ápolása, helyi kezdeményezések segítése; - helytörténeti, honismereti mozgalom fejlesztése, a helyi értékek védelme; - művelődési és kulturális "
18867466,Yorgos Asztalitenisz Sportegyesület,"7100 Szekszárd, Béri Balogh Ádám utca 71. 2/7.",sportklubok,sport és szabadidő,"Tagjai részére, ezen belül az asztalitenisz rendszersportolás, versenyzés szervezése, valamint a sporttevékenység feltételeinek megteremtése, fejlesztése."
18867569,"""Közhasznú alapítvány a POMPE betegségben szenvedőkért""","7090 Tamási, Páva utca 13.",egyéb gyermek egészségügy,gyermek egészségügy,"Elsődlegesen a magyarországi Pompe-kóros, másodlagosan egyéb anyagcsere, valamint neuromuszkuláris betegek színvonalas gondozásának és kezelésének elősegítése, hogy gyógyításuk során a legmagasabb szí"
18867741,ZÖLDKERT ÓVODA GYERMEKEIÉRT Alapítvány,"7131 Mözs, Szent István utca 38.",óvodák,oktatás,"Az óvodai nevelés szakmai színvonalának növelése, továbbképzések tartása, módszertani tanácsadás, iskola előkészítésben részvétel. Német nemeztiség tárgyi és szellemi kultúrájának felkutatása, megőrzé"
18867813,"""Kismanók"" Óvodai és Bölcsődei Alapítvány","7133 Fadd, Templom utca 3.",óvodák,oktatás,"Az alapítvány az óvodás és bölcsődés korú gyermekek ismereteinek gazdagítását, szűkebb-, tágabb környezetének megismerését az óvodai munka segítését, az óvodai és bölcsődei udvari és csoportszobai ját"
18867930,Veled is törődünk Egyesület Paks,"7030 Paks, Szent János utca 25",mentális egészség és szenvedélybetegségek,szociális segítségnyújtás,"Paks város szociális szemléletének formálása. Az állampolgárok lelki-testi egészségének védelme, megelőzés, krízisintervenció, rehabilitáció, ismeretterjesztés, felvilágosító akciók szervezése. Egészs"
18868058,"Falunkért, Kaposszekcsőért Alapítvány","7361 Kaposszekcső, Táncsics utca 30.",települési és közösségfejlesztés,szociális segítségnyújtás,Kaposszekcső község sokoldalú fejlesztésének támogatása.
18868065,Bonyhádi Matematikai Tehetségfejlesztő Közhasznú Alapítvány,"7150 Bonyhád, Kossuth Lajos utca 4.",gimnáziumok,oktatás,"A bonyhádi Petőfi Sándor Gimnáziumban folyó magas színvonalú matematikai oktatás és tehetséggondozás támogatása, az ehhez szükséges dologi és személyi feltételek biztosítása. A tanulók javát szolgáló "
18868216,HUNGARIAN GRAIN TEAM Sportegyesület,"7100 Szekszárd, Mandula sor 4.",sportklubok,sport és szabadidő,"A szabadidő hasznos eltöltésére iránymutatás sportrendezvények szervezésével és lebonyolításával, nyomtatott- és internetes kiadványok megjeleíntésével, média tevékenységekkel. Az egyesület célja tová"
18868326,"""ÖSSZEFOGÁS"" Közhasznú Alapítvány","7150 Bonyhád, Széchenyi tér 4.",rászorulók segítése,szociális segítségnyújtás,"Szociális tevékenység, hátrányos helyzetű csoportok társadalmi esélyegyenlőségének elősegítése."
18868467,"""Várta"" Hagyományőrző és Íjász Egyesület","7044 Nagydorog, Görgey utca 40.",egyéb szabadidős szervezetek,sport és szabadidő,"A magyar kultúra és hagyományok, az épített és természeti környezet megóvása, az állampolgárok testi és lelki egészségének megőrzése, továbbörökítése."
18869224,Magyar Bichon Állatvédő Egyesület,"6100 Kiskunfélegyháza, III. körzet tanya 0328.",kutyák,környezet- és állatvédelem,"Általános célok: a) állatvédelem, a bichon fajtacsoporthoz tartozó fajták, rokonfajták és azok keverékeinek mentése. Szocializáció, rehabilitáció. b) állatvédő szervezetek, magánszemélyek együttműködé"
